Rank	Game	Score	VoteCount	Years
48	WorldBox - God Simulator	8.38	41457	2021
49	Scarlet Hollow	8.38	2900	2021
50	Snake Force	8.37	5542	2021
51	The Forgotten City	8.36	11215	2021
52	OPUS: Echo of Starsong - Full Bloom Edition	8.36	8685	2021
53	英雄黄昏-文字三国志&曹贼模拟器	8.36	3218	2021
54	Lay a Beauty to Rest: The Darkness Peach Blossom Spring	8.36	6347	2021
55	Chicory: A Colorful Tale	8.35	3347	2021
56	Impostor Factory	8.35	11673	2021
57	Walkabout Mini Golf VR	8.35	3093	2021
58	Gunfire Reborn	8.34	98645	2021
59	Tales from the Borderlands	8.34	18391	2021
60	枝江往事	8.33	4873	2021
61	Sword and Fairy	8.33	3697	2021
62	Little Nightmares II	8.33	42085	2021
63	Marvel's Guardians of the Galaxy	8.33	38377	2021
64	The Rewinder	8.33	6766	2021
65	Touhou Hero of Ice Fairy: Prologue	8.33	3288	2021
66	ENDER LILIES: Quietus of the Knights	8.32	38267	2021
67	Everhood	8.32	13248	2021
68	My Singing Monsters	8.32	40736	2021
69	Wildermyth	8.31	17393	2021
70	Library Of Ruina	8.31	33428	2021
71	Dagon: by H. P. Lovecraft	8.3	11461	2021
72	Days Gone	8.3	100503	2021
73	SUPER CHICKEN JUMPER	8.3	4931	2021
74	Super Animal Royale	8.3	42100	2021
75	Sizeable	8.29	1916	2021
76	Skul: The Hero Slayer	8.29	54320	2021
77	Swallow the Sea	8.29	2268	2021
78	Brutal Orchestra	8.29	1769	2021
79	Northern Journey	8.28	3040	2021
80	Turnip Boy Commits Tax Evasion	8.28	12652	2021
81	Touhou Kouryudou ~ Unconnected Marketeers.	8.28	1762	2021
82	Severed Steel	8.27	6763	2021
83	DRAMAtical Murder	8.27	3545	2021
84	I MAED A GAM3 W1TH Z0MB1ES 1N IT!!!1	8.26	1645	2021
85	Turing Complete	8.26	3824	2021
86	Class of '09	8.26	6801	2021
87	Escape Simulator	8.26	16984	2021
88	Mitoza	8.26	3292	2021
89	Knights College	8.26	2040	2021
90	Dogs Organized Neatly	8.25	1251	2021
91	Farming Simulator 22	8.25	83247	2021
92	Bitburner	8.24	6513	2021
93	Samorost 1	8.24	4534	2021
94	Tetris® Effect: Connected	8.24	7797	2021
95	Unpacking	8.24	34753	2021
96	9-nine-:Episode 4	8.23	1129	2021
97	OnlyCans: Thirst Date	8.23	3514	2021
98	In Sound Mind	8.23	5645	2021
99	pureya	8.23	2323	2021
100	NOeSIS02_羽化	8.23	676	2021
101	Loop Hero	8.23	34457	2021
102	Purrfect Apawcalypse: Love at Furst Bite	8.23	762	2021
103	Jerma's Big Adventure	8.23	1306	2021
104	LoveChoice	8.22	33577	2021
105	Crab Game	8.22	152605	2021
106	Griftlands	8.22	13878	2021
107	Geometry Arena	8.22	2382	2021
108	Duck Simulator 2	8.22	2798	2021
109	Bishojo Mangekyo Kotowari to Meikyu no Shojo	8.22	2874	2021
110	Heavenly Bodies	8.22	3843	2021
111	小白兔电商~Bunny e-Shop	8.22	10148	2021
112	Death's Door	8.22	18340	2021
113	Karryn's Prison	8.21	3890	2021
114	Dead Estate	8.21	5675	2021
115	Kinkoi: Golden Loveriche	8.21	1857	2021
116	Perfect Gold - Yuri Visual Novel	8.21	1097	2021
117	Redmatch 2	8.21	17798	2021
118	FINAL FANTASY	8.2	6604	2021
119	IRMÃO Grande & Brasileiro 2	8.2	1172	2021
120	A YEAR OF SPRINGS	8.2	760	2021
121	Zeepkist	8.2	1530	2021
122	Letters From a Rainy Day -Oceans and Lace-	8.2	876	2021
123	Mosaique Neko Waifus 4	8.2	4842	2021
124	The Great Ace Attorney Chronicles	8.2	7967	2021
125	If On A Winter's Night, Four Travelers	8.19	2322	2021
126	Billionaire Lovers	8.19	3588	2021
127	Cyber Manhunt	8.18	14595	2021
128	Behind the Frame: The Finest Scenery	8.18	6771	2021
129	Tree Simulator 2022	8.18	1218	2021
130	Sprocket	8.18	10399	2021
131	Fractal Block World	8.18	536	2021
132	Cleo - a pirate's tale	8.18	738	2021
133	The Darkside Detective: A Fumble in the Dark	8.17	1683	2021
134	Bright Memory: Infinite	8.17	38486	2021
135	Toree 2	8.16	969	2021
136	Labyrinth City: Pierre the Maze Detective	8.16	2127	2021
137	SNKRX	8.16	4246	2021
138	ScooterFlow	8.15	3023	2021
139	HUNTDOWN	8.15	3662	2021
140	The Legend of Tianding	8.14	3894	2021
141	Wrestling Empire	8.14	2555	2021
142	DEVOUR	8.14	81929	2021
143	Blood Spear	8.14	2191	2021
144	Quickie: A Love Hotel Story	8.14	1763	2021
145	Flowers Blooming at the End of Summer	8.14	1937	2021
146	Motor Town: Behind The Wheel	8.14	5375	2021
147	Bahamut2-dragon's bride	8.14	548	2021
148	I'm on Observation Duty 4	8.14	767	2021
149	Annalynn	8.13	564	2021
150	ElecHead	8.13	969	2021
151	Landlord of the Woods	8.13	969	2021
152	Subnautica: Below Zero	8.13	95723	2021
153	Ragnarock	8.13	2966	2021
154	The Adventure of NAYU	8.13	1585	2021
155	OMFG: One Million Fatal Guns	8.12	2320	2021
156	Cats in Time	8.12	1245	2021
157	坏小孩	8.12	1606	2021
158	Mass Effect™ Legendary Edition	8.12	54849	2021
159	PARQUET	8.11	2224	2021
160	风信楼	8.11	3569	2021
161	Slender Threads: Prologue	8.11	496	2021
162	Yakuza 6: The Song of Life	8.11	7052	2021
163	Save Me, Sakuya-san!	8.11	853	2021
164	Cloud Gardens	8.1	2211	2021
165	Momotype	8.1	731	2021
166	Toree 3D	8.1	1500	2021
167	Armoured Commander II	8.1	483	2021
168	Road 96 🛣️	8.1	20900	2021
169	Antonball Deluxe	8.1	815	2021
170	Tavern Master	8.1	11037	2021
171	Buddy Simulator 1984	8.1	3843	2021
172	Sunshine Heavy Industries	8.09	376	2021
173	100 hidden cats	8.09	2228	2021
174	Sam & Max: Beyond Time and Space	8.09	395	2021
175	Purrfect Apawcalypse: Patches' Infurno	8.09	370	2021
176	Record of Lodoss War-Deedlit in Wonder Labyrinth-	8.09	6667	2021
177	Super Mombo Quest	8.09	701	2021
178	Medieval Dynasty	8.09	44552	2021
179	Bubble People	8.09	5853	2021
180	Uncrashed : FPV Drone Simulator	8.09	4002	2021
181	NERTS! Online	8.08	1546	2021
182	I Expect You To Die 2: The Spy and the Liar	8.08	1215	2021
183	Ann	8.08	2530	2021
184	The Advisor - Episode 1: Royal Pain	8.08	585	2021
185	Shadow Tactics: Aiko's Choice	8.07	4370	2021
186	Luna's Fishing Garden	8.07	2038	2021
187	The Chrono Jotter	8.07	1912	2021
188	Boomerang X	8.07	1205	2021
189	Rain on Your Parade	8.07	802	2021
190	Ancient Dungeon	8.07	1414	2021
191	Teacup	8.07	900	2021
192	Ambrosia	8.06	2505	2021
193	Priest Simulator: Heavy Duty	8.06	778	2021
194	Kaze and the Wild Masks	8.06	1666	2021
195	Sumire	8.05	824	2021
196	PICO PARK	8.05	28257	2021
197	Marfusha:Sentinel Girls	8.05	2833	2021
198	Nuclear Blaze	8.05	768	2021
199	Black Book	8.05	5948	2021
200	Machinika: Museum	8.05	5500	2021
201	100 hidden rams	8.05	319	2021
202	Super Auto Pets	8.05	33852	2021
203	Siralim Ultimate	8.05	1879	2021
204	Death Trash	8.04	3504	2021
205	Ys IX: Monstrum Nox	8.04	1690	2021
206	Have a Nice Dream	8.04	4570	2021
207	Hypnagogia 無限の夢 Boundless Dreams	8.04	595	2021
208	Touhou Endless Dream	8.04	1850	2021
209	Critters for Sale	8.04	1396	2021
210	UnMetal	8.03	2880	2021
211	Moncage	8.03	5237	2021
212	Fossil Corner	8.03	299	2021
213	You Can Kana - Learn Japanese Hiragana & Katakana	8.03	276	2021
214	Catlateral Damage: Remeowstered	8.03	275	2021
215	Come Home	8.03	4301	2021
216	Pro Wrestling Sim	8.02	466	2021
217	Wytchwood	8.02	3953	2021
218	Minecraft Dungeons	8.02	13400	2021
219	qomp	8.02	482	2021
220	Yugo Puzzle	8.02	265	2021
221	TRAIN CREW	8.02	327	2021
222	SnowRunner	8.02	42265	2021
223	Vermillion - VR Painting	8.02	627	2021
224	Forza Horizon 5	8.01	218092	2021
225	Perfect Heist 2	8.01	3908	2021
226	Durka Simulator	8.01	1745	2021
227	Ynglet	8.01	339	2021
228	Sucker for Love: Prelude	8.01	482	2021
229	Xuan-Yuan Sword: The Scar of Sky	8.01	2243	2021
230	FALL IN LABYRINTH	8.01	970	2021
231	College Kings - The Complete Season	8.01	9218	2021
232	HuniePop 2: Double Date	8.01	9272	2021
233	子夜之章:历史的终局～MidNights of Desperado～	8	294	2021
234	Emily is Away <3	8	6028	2021
235	DYSMANTLE	8	10432	2021
236	Koi Farm	8	904	2021
237	Grey Instinct	8	713	2021
238	The Vale: Shadow of the Crown	8	330	2021
239	START AGAIN: a prologue	8	439	2021
240	MECHANICA: A Ballad of the Rabbit and Mercury	8	829	2021
241	幻想枝魂 Soul Fantasy	8	402	2021
242	Orakyubu	8	246	2021
243	Obama Boss Fight	8	766	2021
244	Chasing Tails ~A Promise in the Snow~	8	3818	2021
245	Hog Hunter 2021	8	1072	2021
246	DEEEER Simulator: Your Average Everyday Deer Game	7.99	4108	2021
247	Peace, Death! 2	7.99	831	2021
248	The Wild at Heart	7.99	682	2021
249	Open Hexagon	7.99	443	2021
250	Mondealy: Day One	7.99	664	2021
1	Vampire Survivors	8.79	248143	2022
2	Stray	8.67	154196	2022
3	Persona 5 Royal	8.59	98967	2022
4	God of War	8.57	155559	2022
5	Neon White	8.56	17291	2022
6	PowerWash Simulator	8.56	51429	2022
7	Placid Plastic Duck Simulator	8.54	17106	2022
8	Marvel’s Spider-Man Remastered	8.54	110711	2022
9	Wobbledogs	8.52	11847	2022
10	Teardown	8.51	106941	2022
11	Cult of the Lamb	8.51	100184	2022
12	The Case of the Golden Idol	8.49	8340	2022
13	SIGNALIS	8.49	25176	2022
14	A Castle Full of Cats	8.49	3961	2022
15	Trombone Champ	8.49	9712	2022
16	Patrick's Parabox	8.48	4168	2022
17	Outcore: Desktop Adventure	8.48	14792	2022
18	Dorfromantik	8.48	27387	2022
19	Lil Gator Game	8.48	4616	2022
20	CULTIC	8.47	6703	2022
21	Ib	8.47	4230	2022
22	The Looker	8.47	14342	2022
23	Lost in Play	8.46	6797	2022
24	Monument Valley: Panoramic Edition	8.46	5806	2022
25	Stacklands	8.46	26525	2022
26	A Building Full of Cats	8.46	3966	2022
27	Fear & Hunger 2: Termina	8.45	10563	2022
28	Café Stella and the Reaper's Butterflies	8.43	5250	2022
29	ELDEN RING	8.43	1039820	2022
30	BABBDI	8.42	6148	2022
31	ASTLIBRA Revision	8.41	26331	2022
32	The Upturned	8.41	2327	2022
33	Bugsnax	8.41	7076	2022
34	Raft	8.41	342193	2022
35	Tiny Rogues	8.4	9581	2022
36	Dungeon Munchies	8.4	6877	2022
37	Metal: Hellsinger	8.39	15434	2022
38	Aokana - Four Rhythms Across the Blue - EXTRA2	8.39	1725	2022
39	NEEDY STREAMER OVERLOAD	8.39	46030	2022
40	Dialtown: Phone Dating Sim	8.38	1907	2022
41	REFLEXIA Prototype ver.	8.37	6604	2022
42	Sucker for Love: First Date	8.36	2714	2022
43	FreshWomen - Season 1	8.36	17469	2022
44	Dwarf Fortress	8.36	28168	2022
45	Tinykin	8.36	3132	2022
46	Ticy Adventure Club	8.36	3018	2022
47	Beacon Pines	8.35	3367	2022
48	Outpath: First Journey	8.35	4721	2022
49	Retrowave	8.35	15179	2022
50	Monster Prom 3: Monster Roadtrip	8.35	3016	2022
51	SuchArt: Genius Artist Simulator	8.35	4312	2022
52	Super Lesbian Animal RPG	8.35	1559	2022
53	月に寄りそう乙女の作法	8.34	3610	2022
54	PlateUp!	8.34	22879	2022
55	Frog Detective 3: Corruption at Cowboy County	8.34	1782	2022
56	Aperture Desk Job	8.34	23444	2022
57	Kaiju Princess	8.33	5906	2022
58	Slime Rancher 2	8.33	32829	2022
59	Garden Galaxy	8.32	2358	2022
60	Chop Goblins	8.32	2756	2022
61	Spaceflight Simulator	8.32	6114	2022
62	The Stanley Parable: Ultra Deluxe	8.31	29977	2022
63	Sudocats	8.31	1427	2022
64	POSTAL: Brain Damaged	8.31	8290	2022
65	I Was a Teenage Exocolonist	8.3	3803	2022
66	枝江畔之梦	8.3	1492	2022
67	Will You Snail?	8.3	2717	2022
68	Insomnia: Theater in the Head	8.29	2481	2022
69	Cosmoteer: Starship Architect & Commander	8.29	10903	2022
70	The Past Within	8.29	14834	2022
71	私のリアルは充実しすぎている フルボイス版	8.29	4279	2022
72	Pages of Time: Prologue	8.28	2627	2022
73	Lily's Well	8.28	2263	2022
74	Strange Horticulture	8.28	12818	2022
75	Resonance of the Ocean	8.28	1882	2022
76	Zodiacats	8.27	1059	2022
77	FAITH: The Unholy Trinity	8.27	7118	2022
78	Animal Revolt Battle Simulator	8.27	5952	2022
79	Symphony of War: The Nephilim Saga	8.27	12672	2022
80	Pentiment	8.27	7488	2022
81	Supraland Six Inches Under	8.27	3396	2022
82	Marvel’s Spider-Man: Miles Morales	8.27	42884	2022
83	A Taste of the Past	8.26	1680	2022
84	Save Room - Organization Puzzle	8.26	2230	2022
85	Teenage Mutant Ninja Turtles: Shredder's Revenge	8.25	13627	2022
86	Hatsune Miku: Project DIVA Mega Mix+	8.25	18316	2022
87	Nightmare of Decay	8.25	3792	2022
88	daydream 白日夢	8.25	1094	2022
89	Melatonin	8.24	6920	2022
90	暖雪 Warm Snow	8.24	36758	2022
91	COMPOUND	8.24	2063	2022
92	How Fish Is Made	8.23	4636	2022
93	Shadows Over Loathing	8.23	3020	2022
94	恋爱绮谭 不存在的真相	8.23	2201	2022
95	Gloomwood	8.23	6253	2022
96	DEATH STRANDING DIRECTOR'S CUT	8.23	36728	2022
97	Judgment	8.23	9453	2022
98	The Legend of Heroes: Trails from Zero	8.23	1168	2022
99	Not For Broadcast	8.22	11451	2022
100	Dinkum	8.22	22314	2022
101	BROK the InvestiGator	8.22	1066	2022
102	Magical Girl Celesphonia	8.22	2746	2022
103	Spark the Electric Jester 3	8.22	1851	2022
104	Lost Judgment	8.21	7362	2022
105	Linelith	8.21	813	2022
106	Ever Seen A Cat?	8.21	773	2022
107	The Zachtronics Solitaire Collection	8.21	745	2022
108	her tears were my light	8.2	572	2022
109	Love Delivery	8.2	2429	2022
110	Leap of Faith	8.19	2059	2022
111	Towards Future	8.19	700	2022
112	Deadeye Deepfake Simulacrum	8.19	588	2022
113	Wylde Flowers	8.19	2221	2022
114	Moss: Book II	8.19	586	2022
115	Captain of Industry	8.18	6442	2022
116	Potion Craft: Alchemist Simulator	8.18	36457	2022
117	Hamidashi Creative	8.18	1752	2022
118	My Sticker Book	8.18	1294	2022
119	Shredders	8.17	2963	2022
120	POPGOES Arcade	8.17	1477	2022
121	Roadwarden	8.17	4062	2022
122	Tribal Hunter	8.17	1487	2022
123	I Frog-ot	8.17	641	2022
124	Lunistice	8.16	1655	2022
125	Dungeon Alchemist	8.16	3191	2022
126	Warsim: The Realm of Aslona	8.16	1973	2022
127	Last Command	8.16	2039	2022
128	14 Minesweeper Variants	8.16	1196	2022
129	One-armed cook	8.16	27680	2022
130	Super Kiwi 64	8.16	1714	2022
131	Escape the Backrooms	8.16	99314	2022
132	Bendy and the Dark Revival	8.15	12725	2022
133	Kinkoi: Golden Time	8.15	671	2022
134	Cave Crawler	8.15	3051	2022
135	Yoiyami Dancers: Twilight Danmaku Dancers	8.15	574	2022
136	Freedom Planet 2	8.15	1557	2022
137	Capybara Spa	8.15	1547	2022
138	The Complex: Found Footage	8.15	8873	2022
139	JellyCar Worlds	8.15	896	2022
140	Gun Devil	8.15	1458	2022
141	Card Survival: Tropical Island	8.14	2665	2022
142	Word Game	8.14	5926	2022
143	Endling - Extinction is Forever	8.14	2571	2022
144	Treasure of Nadia	8.13	6017	2022
145	Islets	8.13	1525	2022
146	Who's Lila?	8.13	2622	2022
147	Weed Shop 3	8.13	3991	2022
148	Shadow Burglar	8.13	806	2022
149	Cut	8.12	1745	2022
150	Hook 2	8.12	696	2022
151	Rock Life: The Rock Simulator	8.12	2283	2022
152	The Spirit and the Mouse	8.12	742	2022
153	Baldi's Basics Classic Remastered	8.11	11616	2022
154	Otome * Domain	8.11	709	2022
155	Dome Keeper	8.11	15658	2022
156	Flatworld	8.11	872	2022
157	Her New Memory - Hentai Simulator	8.1	3624	2022
158	Railbound	8.1	1628	2022
159	Growing My Grandpa!	8.1	389	2022
160	Acquitted	8.1	798	2022
161	Citizen Sleeper	8.1	7748	2022
162	Prodeus	8.1	7419	2022
163	Kena: Bridge of Spirits	8.09	14937	2022
164	Seraph's Last Stand	8.09	4081	2022
165	The Lost Dachshund	8.09	670	2022
166	HYPER DEMON	8.09	2807	2022
167	Atelier Sophie 2: The Alchemist of the Mysterious Dream	8.09	2283	2022
168	TYRONE vs COPS	8.09	2432	2022
169	Hidden Cats in London	8.08	434	2022
170	LEGO® Star Wars™: The Skywalker Saga	8.08	44583	2022
171	Kiwi Clicker - Juiced Up	8.08	1603	2022
172	A Little to the Left	8.08	12964	2022
173	Ravenous Devils	8.08	8585	2022
174	Shattered Pixel Dungeon	8.08	1548	2022
175	Ever Seen A Cat? 2	8.08	445	2022
176	GNOSIA	8.08	3085	2022
177	Kemono Friends Cellien May Cry	8.07	783	2022
178	Robin Morningwood Adventure - A gay RPG	8.07	850	2022
179	The Testing Chamber	8.07	635	2022
180	DRAINUS	8.07	944	2022
181	Nightmare Reaper	8.07	3525	2022
182	TUNIC	8.07	14815	2022
183	click to ten	8.07	4492	2022
184	Countryball: Europe 1890	8.07	659	2022
185	Please Be Happy	8.07	315	2022
186	Five Nights At Floppa	8.06	1182	2022
187	Freshly Frosted	8.06	334	2022
188	Lucy Dreaming	8.06	334	2022
189	Fursan al-Aqsa: The Knights of the Al-Aqsa Mosque	8.06	838	2022
190	ERROR143	8.06	4249	2022
191	Iron Lung	8.06	8078	2022
192	Prose & Codes	8.06	255	2022
193	Soulstone Survivors	8.06	21088	2022
194	We Were Here Forever	8.06	15816	2022
195	Ten Trials of Babel: The Doppelganger Maze	8.05	4021	2022
196	Tiny Civilization	8.05	2002	2022
197	Chessformer	8.05	276	2022
198	Klonoa Phantasy Reverie Series	8.05	1918	2022
199	A Plague Tale: Requiem	8.05	19942	2022
200	Urbek City Builder: Prologue	8.05	1690	2022
201	Tag: The Power of Paint	8.04	918	2022
202	The Mortuary Assistant	8.04	7305	2022
203	Miss Neko 3	8.04	4382	2022
204	The Price Of Flesh	8.04	834	2022
205	Owinka Shooter	8.04	849	2022
206	Athanasy	8.04	454	2022
207	I'm on Observation Duty 5	8.04	718	2022
208	Hidden Cats in Paris	8.04	544	2022
209	Choo-Choo Charles	8.04	15544	2022
210	Sonic Frontiers	8.03	23994	2022
211	Nightmare Frames	8.03	279	2022
212	打工吧！天使酱 ~天使在魔界的劳改生活~	8.03	551	2022
213	Once Upon a Jester	8.03	204	2022
214	SpiderHeck	8.03	5433	2022
215	Stay Out of the House	8.03	1447	2022
216	Her World	8.03	456	2022
217	Soda Crisis	8.03	3000	2022
218	Weird RPG	8.03	3963	2022
219	瘟疫清零计划 Project Zero	8.03	3540	2022
220	Beeny	8.02	451	2022
221	יום פתוח (Open Day)	8.02	223	2022
222	FAR: Changing Tides	8.02	4466	2022
223	IronWolf VR	8.02	1149	2022
224	Shinobi Warfare	8.02	3237	2022
225	Ever Seen A Cat? 3	8.02	290	2022
226	The Last Clockwinder	8.02	651	2022
227	Endoparasitic	8.02	2629	2022
228	Koishi Navigation Desktop Youkai	8.02	790	2022
229	怕不怕趴喵霸霸 Ghost Party Nyanbaba	8.02	346	2022
230	Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition	8.02	32896	2022
231	Magic Rampage	8.02	1408	2022
232	Just Go	8.02	2893	2022
233	Tree Simulator 2023	8.02	767	2022
234	A=B	8.01	797	2022
235	Return to Monkey Island	8.01	8463	2022
236	Charlie in the Moistverse of Madness	8.01	418	2022
237	Serious Sam: Siberian Mayhem	8.01	4373	2022
238	Betrayal At Club Low	8.01	487	2022
239	Hana no No ni Saku Utakata no	8.01	602	2022
240	Tales from Toyotoki: Arrival of the Witch (The witch of the Ihanashi)	8.01	634	2022
241	Pulling No Punches	8.01	585	2022
242	Grounded	8.01	82668	2022
243	Gunner, HEAT, PC!	8.01	5800	2022
244	Monument Valley 2: Panoramic Edition	8.01	2755	2022
245	Trapped with Jester	8.01	1226	2022
246	Mega Serval	8	314	2022
247	Rogue Legacy 2	8	14383	2022
248	群侠传，启动！	8	894	2022
249	The Forest of Drizzling Rain	8	388	2022
250	Perfect Tides	8	250	2022
1	Lethal Company	8.74	483207	2023
2	Baldur's Gate 3	8.73	740634	2023
3	Resident Evil 4	8.71	174910	2023
4	HoloCure - Save the Fans!	8.69	37317	2023
5	Pizza Tower	8.69	65725	2023
6	VPet-Simulator	8.65	45628	2023
7	DAVE THE DIVER	8.64	125197	2023
8	Cats Hidden in Paris	8.62	17122	2023
9	Volcano Princess	8.61	40202	2023
10	Cats Hidden in Jingle Jam	8.6	10141	2023
11	Papa's Freezeria Deluxe	8.59	10989	2023
12	Chants of Sennaar	8.59	21159	2023
13	Brotato	8.59	95415	2023
14	Crab Champions	8.58	26007	2023
15	Pineapple on pizza	8.56	23726	2023
16	SANABI	8.56	34815	2023
17	Hi-Fi RUSH	8.55	33092	2023
18	Steam Engine Simulator	8.53	8151	2023
19	Bomb Rush Cyberfunk	8.52	13005	2023
20	魔女的夜宴	8.52	8406	2023
21	The Murder of Sonic the Hedgehog	8.51	23298	2023
22	A Date with Death	8.51	9893	2023
23	Slay the Princess — The Pristine Cut	8.5	22801	2023
24	Juice Galaxy	8.5	8044	2023
25	Bopl Battle	8.49	17893	2023
26	东北之夏	8.49	12041	2023
27	LIZARDS MUST DIE	8.48	26021	2023
28	An Arcade Full of Cats	8.48	6838	2023
29	The Coffin of Andy and Leyley	8.48	26621	2023
30	Your Only Move Is HUSTLE	8.47	30504	2023
31	Pseudoregalia	8.46	14356	2023
32	DREDGE	8.46	41761	2023
33	Underground Blossom	8.46	5956	2023
34	Arrow a Row	8.46	15959	2023
35	VillageRhapsody	8.45	15646	2023
36	WITCH ON THE HOLY NIGHT	8.45	5074	2023
37	巫兎 - KANNAGI USAGI -	8.44	6291	2023
38	Bloody Hell	8.43	5784	2023
39	Ghost Trick: Phantom Detective	8.41	5737	2023
40	In Stars And Time	8.41	5717	2023
41	Picayune Dreams	8.41	2976	2023
42	100 Asian Cats	8.41	7678	2023
43	Loddlenaut	8.4	4042	2023
44	A Space for the Unbound	8.4	5975	2023
45	Handshakes	8.4	2590	2023
46	Like a Dragon Gaiden: The Man Who Erased His Name	8.39	10015	2023
47	Smushi Come Home	8.38	2106	2023
48	Roboquest	8.38	21069	2023
49	Against the Storm	8.37	30730	2023
50	Class of '09: The Re-Up	8.37	3937	2023
51	Your Turn To Die -Death Game By Majority-	8.37	2457	2023
52	Brick Rigs	8.37	48901	2023
53	候鸟	8.37	3426	2023
54	Disfigure	8.36	4318	2023
55	HROT	8.36	5526	2023
56	Grimhook	8.36	3505	2023
57	Barotrauma	8.35	72058	2023
58	Wandering Sword	8.35	28949	2023
59	(the) Gnorp Apologue	8.35	7903	2023
60	BLACK BOX LSS - The Shining Immortal	8.34	1655	2023
61	Spin Rhythm XD	8.33	4018	2023
62	Homicipher: Demo	8.33	1620	2023
63	The Talos Principle 2	8.33	11638	2023
64	Contraband Police	8.33	19652	2023
65	WitchSpring R	8.33	6352	2023
66	Peaks of Yore	8.33	2737	2023
67	I commissioned some bees 0	8.33	4373	2023
68	South Scrimshaw, Part One	8.32	1341	2023
69	Endless Monday: Dreams and Deadlines	8.32	1424	2023
70	The Arrogant Kaiju Princess and The Detective Servant	8.31	3013	2023
71	Boneraiser Minions	8.3	5101	2023
72	Love Is All Around	8.3	45304	2023
73	Railroader	8.3	2562	2023
74	OCTOPATH TRAVELER II	8.3	13201	2023
75	Bang-On Balls: Chronicles	8.3	4702	2023
76	Cats and Seek: Osaka	8.29	1607	2023
77	Voidigo	8.29	4158	2023
78	Orbo's Odyssey	8.29	1336	2023
79	Moonleap	8.28	1032	2023
80	Stella of The End	8.28	2088	2023
81	Seal World	8.28	852	2023
82	Cobalt Core	8.28	3400	2023
83	Cats Hidden in Bali	8.27	1180	2023
84	Unsorted Horror	8.27	2226	2023
85	Coffee Talk Episode 2: Hibiscus & Butterfly	8.27	2263	2023
86	Aimlabs	8.27	122918	2023
87	DR LIVESEY ROM AND DEATH EDITION	8.27	13274	2023
88	Cassette Beasts	8.27	8830	2023
89	Snail Simulator	8.26	1087	2023
90	Ages of Conflict: World War Simulator	8.26	4506	2023
91	Submachine: Legacy	8.26	1246	2023
92	Cats Hidden in Italy	8.26	1702	2023
93	PARANORMASIGHT: The Seven Mysteries of Honjo	8.26	4997	2023
94	The Test: Secrets of the Soul	8.25	1445	2023
95	Yog-Sothoth’s Yard	8.25	11326	2023
96	Bing in Wonderland	8.24	2057	2023
97	Cattails: Wildwood Story	8.24	1498	2023
98	COCOON	8.23	7230	2023
99	KunKunNight	8.23	1477	2023
100	Birth	8.23	2965	2023
101	Turbo Overkill	8.23	6315	2023
102	Mortal Sin	8.23	2956	2023
103	DFHack - Dwarf Fortress Modding Engine	8.22	681	2023
104	Cats Hidden in Maple Hollow 🍂	8.21	1099	2023
105	Bramble: The Mountain King	8.21	5543	2023
106	Zortch	8.21	1113	2023
107	Astral Ascent	8.21	6512	2023
108	Lies of P	8.21	49626	2023
109	Long Dream	8.21	861	2023
110	Sticky Business	8.21	5861	2023
111	Viewfinder	8.2	8068	2023
112	Tyrion Cuthbert: Attorney of the Arcane	8.2	1261	2023
113	Five Nights at Freddy's: Help Wanted 2	8.2	4732	2023
114	NUKITASHI	8.2	2052	2023
115	The Legend of Heroes: Trails to Azure	8.19	765	2023
116	The Farmer Was Replaced	8.19	1478	2023
117	I Wanna Maker	8.19	4784	2023
118	Trepang2	8.19	13088	2023
119	冬日树下的回忆(Memories of the Winter Tree)	8.19	787	2023
120	Slayers X: Terminal Aftermath: Vengance of the Slayer	8.18	1203	2023
121	Moonring	8.18	2034	2023
122	FlipWitch - Forbidden Sex Hex	8.18	4712	2023
123	My Friendly Neighborhood	8.17	2710	2023
124	Vertigo 2	8.17	2338	2023
125	ウーマンコミュニケーション	8.17	668	2023
126	Hogwarts Legacy	8.17	315483	2023
127	ARMORED CORE™ VI FIRES OF RUBICON™	8.17	75777	2023
128	Paquerette Down the Bunburrows	8.17	995	2023
129	Amnesia: The Bunker	8.16	8617	2023
130	Luck be a Landlord	8.16	10487	2023
131	Apewar	8.16	6879	2023
132	Deathbulge: Battle of the Bands	8.16	495	2023
133	Squirrel Stapler	8.16	1690	2023
134	Peeping Dorm Manager	8.16	5446	2023
135	Mad Games Tycoon 2	8.16	6914	2023
136	Hira Hira Hihiru	8.16	569	2023
137	The Exit 8	8.15	8150	2023
138	dotAGE	8.15	2253	2023
139	Gorilla Tag	8.15	68822	2023
140	Sifu	8.15	20095	2023
141	Bronzebeard's Tavern	8.15	4978	2023
142	Ember Knights	8.15	6009	2023
143	Otome Riron to Sono Shuuhen -École de Paris-	8.15	1123	2023
144	STONKS-9800: Stock Market Simulator	8.15	1309	2023
145	Black Gunner Wukong: Prologue	8.15	710	2023
146	Amanda the Adventurer	8.15	6194	2023
147	Landfall Archives	8.14	3095	2023
148	FIND ALL 4: Magic	8.14	514	2023
149	Poly Bridge 3	8.14	1575	2023
150	The Test: Secrets of the Soul 2	8.14	611	2023
151	SLUDGE LIFE 2	8.14	1061	2023
152	Dangeresque: The Roomisode Triungulate	8.14	506	2023
153	Gravity Circuit	8.14	2659	2023
154	Mars First Logistics	8.14	1202	2023
